Nome,Tipo,Tamanho,Tendência,PV_médio,PV_dados,CA,Deslocamento,Força,mod_força,Destreza,mod_destreza,Constituição,mod_constituição,Inteligência,mod_inteligência,Sabedoria,mod_sabedoria,Carisma,mod_carisma,Infos,Nível_desafio,XP,Ações,Dano_médio
DRAGÃO DE COBRE JOVEM,Dragão,Enorme,caótico e bom,184,16d12 + 80,18,12.0,23.0,6.0,12.0,1.0,21.0,5.0,18.0,4.0,15.0,2.0,17.0,3.0," Testes de Resistência Des +6, Con +10, Sab +7, Car +8 Perícias Enganação +8, Furtividade +6, Percepção +12 Imunidade a Dano ácido Sentidos percepção às cegas 18 m, visão no escuro 36 m, Percepção passiva 22 Idiomas Comum, Dracônico Nível de Desafio 14 (11.500 XP)  Resistência Lendária (3/Dia). Se o dragão falhar em um teste de resistência, ele pode escolher obter sucesso, no lugar.  AÇÕES  Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.   Mordida. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 3 m, um alvo. Acerto: 17 (2d10 + 6) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d6 + 6) de dano cortante.  Cauda. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 4,5 m, um alvo. Acerto: 15 (2d8 + 6) de dano de concussão.  Presença Aterradora. Cada criatura, à escolha do dragão, que esteja a até 36 metros do dragão e esteja ciente disso, deve ser bem sucedida num teste de resistência de Sabedoria CD 16 ou ficará amedrontada por 1 minuto. Uma criatura pode repetir o  O dragão pode realizar 3 ações lendárias, escolhidas dentre as opções abaixo. Apenas uma ação lendária pode ser usada por vez e apenas no final do turno de outra criatura. O dragão recupera as ações lendárias gastas no começo do turno dele.  Detectar. O dragão realiza um teste de Sabedoria (Percepção). Ataque com Cauda. O dragão realiza um ataque de cauda. Ataque com Asas (Custa 2 Ações). O dragão bate suas asas. Cada criatura a até 3 metros do dragão deve ser bem sucedida num teste de resistência de Destreza CD 19 ou sofrerá 13 (2d6 + 6) de dano de concussão e cairá no chão. Após bater suas asas, o dragão pode voar até metade do seu deslocamento de voo.  DRAGÃO DE COBRE JOVEM   Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 3 m, um alvo. Acerto: 15 (2d10 + 4) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.  Arma de Sopro (Recarrega 56). O dragão usa um dos seguintes tipos de armas de sopro.  Sopro Ácido. O dragão pode expelir ácido em uma linha com 12 metros de comprimento e 1,5 metro de largura. Cada criatura na linha deve ser bem sucedida num teste de resistência de Destreza CD 14, sofrendo 40 (9d8) de dano de ácido se falhar na resistência, ou metade desse dano caso obtenha sucesso. Sopro Retardante. O dragão expele gás num cone de 9 metros. Cada criatura na área deve ser bem sucedida num teste de resistência de Constituição CD 14. Se falhar na resistência, a criatura não pode realizar reações, seu deslocamento é reduzido à metade e ela não pode realizar mais de um ataque por rodada. Além disso, a criatura pode usar ou um ação ou um ação bônus no turno dela, mas não ambas. Esse efeito dura por 1 minuto. A criatura pode repetir o teste de resistência em cada um dos turnos dela, terminando o efeito caso obtenha sucesso. Dragão Grande, caótico e bom  Classe de Armadura 17 (armadura natural) Pontos de Vida 119 (14d10 + 42) Deslocamento 12 m, escalada 12 m, voo 24 m  FOR 19 (+4) DES 12 (+1) CON 17 (+3) INT 16 (+3) SAB 13 (+1) CAR 15 (+2)  Testes de Resistência Des +4, Con +6, Sab +4, Car +5 Perícias Enganação +5, Furtividade +4, Percepção +7 Imunidade a Dano ácido Sentidos percepção às cegas 9 m, visão no escuro 36 m, Percepção passiva 17 Idiomas Comum, Dracônico",14,11500.0,"  Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.   Mordida. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 3 m, um alvo. Acerto: 17 (2d10 + 6) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d6 + 6) de dano cortante.  Cauda. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 4,5 m, um alvo. Acerto: 15 (2d8 + 6) de dano de concussão.",17.0
DRAGÃO DE COBRE FILHOTE,Dragão,Médio,caótico e bom,22,4d8 + 4,16,9.0,15.0,2.0,12.0,1.0,13.0,1.0,14.0,2.0,11.0,0.0,13.0,1.0,"Testes de Resistência Des +3, Con +3, Sab +2, Car +3 Perícias Furtividade +4, Percepção +3 Imunidade a Dano ácido Sentidos percepção às cegas 3 m, visão no escuro 18 m, Percepção passiva 14 Idiomas Dracônico",1,200.0," Mordida. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d10 + 2) de dano perfurante.  Arma de Sopro (Recarrega 56). O dragão usa um dos seguintes tipos de armas de sopro.  Sopro Ácido. O dragão pode expelir ácido em uma linha com 6 metros de comprimento e 1,5 metro de largura. Cada criatura na linha deve ser bem sucedida num teste de resistência de Destreza CD 11, sofrendo 18 (4d8) de dano de ácido se falhar na resistência, ou metade desse dano caso obtenha sucesso.",7.0
DRAGÃO DE LATÃO ANCIÃO,Dragão,Imenso,caótico e bom,297,17d20 + 119,20,12.0,27.0,7.0,10.0,0.0,25.0,7.0,16.0,3.0,15.0,2.0,19.0,4.0," Testes de Resistência Des +6, Con +13, Sab +8, Car +10 Perícias Furtividade +6, História +9, Percepção +14, Persuasão +10 Imunidade a Dano fogo Sentidos percepção às cegas 18 m, visão no escuro 36 m, Percepção passiva 27 Idiomas Comum, Dracônico",20,25000.0,"  Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 4,5 m, um alvo. Acerto: 19 (2d10 + 8) de dano perfurante.   Garra. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 3 m, um alvo. Acerto: 15 (2d6 + 8) de dano cortante.  Cauda. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 6 m, um alvo. Acerto: 17 (2d8 + 8) de dano de concussão.",19.0
DRAGÃO DE LATÃO ADULTO,Dragão,Enorme,caótico e bom,172,15d12 + 75,18,12.0,23.0,6.0,10.0,0.0,21.0,5.0,14.0,2.0,13.0,1.0,17.0,3.0," Testes de Resistência Des +5, Con +10, Sab +6, Car +8 Perícias Furtividade +5, História +7, Percepção +11, Persuasão +8 Imunidade a Dano fogo Sentidos percepção às cegas 18 m, visão no escuro 36 m, Percepção passiva 27 Idiomas Comum, Dracônico Nível de Desafio 13 (10.000 XP)  Resistência Lendária (3/Dia). Se o dragão falhar em um teste de resistência, ele pode escolher obter sucesso, no lugar.  AÇÕES  Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 3 m, um alvo. Acerto: 17 (2d10 + 6) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d6 + 6) de dano cortante.  Cauda. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 4,5 m, um alvo. Acerto: 15 (2d8 + 6) de dano de concussão.  Presença Aterradora. Cada criatura, à escolha do dragão, que esteja a até 36 metros do dragão e esteja ciente disso, deve ser  O dragão pode realizar 3 ações lendárias, escolhidas dentre as opções abaixo. Apenas uma ação lendária pode ser usada por vez e apenas no final do turno de outra criatura. O dragão recupera as ações lendárias gastas no começo do turno dele.  Detectar. O dragão realiza um teste de Sabedoria (Percepção). Ataque com Cauda. O dragão realiza um ataque de cauda. Ataque com Asas (Custa 2 Ações). O dragão bate suas asas. Cada criatura a até 3 metros do dragão deve ser bem sucedida num teste de resistência de Destreza CD 19 ou sofrerá 13 (2d6 + 6) de dano de concussão e cairá no chão. Após bater suas asas, o dragão pode voar até metade do seu deslocamento de voo.  DRAGÃO DE LATÃO JOVEM   Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 3 m, um alvo. Acerto: 15 (2d10 + 4) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.  Arma de Sopro (Recarrega 56). O dragão usa um dos seguintes tipos de armas de sopro.  Sopro Flamejante. O dragão pode expelir fogo em uma linha com 12 metros de comprimento e 1,5 metros de largura. Cada criatura na linha deve ser bem sucedida num teste de resistência de Destreza CD 14, sofrendo 42 (12d6) de dano de fogo se falhar na resistência, ou metade desse dano caso obtenha sucesso. Sopro Adormecente. O dragão pode expelir gás do sono em um cone de 9 metros. Cada criatura na área deve ser bem sucedida num teste de resistência de Constituição CD 14 ou cairá inconsciente por 10 minutos. Esse efeito termina em uma criatura se ela sofrer dano ou se alguém usar uma ação para acorda-la. Dragão Grande, caótico e bom  Classe de Armadura 17 (armadura natural) Pontos de Vida 110 (13d10 + 39) Deslocamento 12 m, escavação 12 m, voo 24 m  FOR 19 (+4) DES 10 (+0) CON 17 (+3) INT 12 (+1) SAB 11 (+0) CAR 15 (+2)  Testes de Resistência Des +3, Con +6, Sab +3, Car +5 Perícias Furtividade +3, Percepção +8, Persuasão +5 Imunidade a Dano fogo Sentidos percepção às cegas 9 m, visão no escuro 36 m, Percepção passiva 18 Idiomas Comum, Dracônico",13,10000.0,"  Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 3 m, um alvo. Acerto: 17 (2d10 + 6) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d6 + 6) de dano cortante.  Cauda. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 4,5 m, um alvo. Acerto: 15 (2d8 + 6) de dano de concussão.",17.0
DRAGÃO DE LATÃO JOVEM,Dragão,Enorme,caótico e bom,172,15d12 + 75,18,12.0,23.0,6.0,10.0,0.0,21.0,5.0,14.0,2.0,13.0,1.0,17.0,3.0," Testes de Resistência Des +5, Con +10, Sab +6, Car +8 Perícias Furtividade +5, História +7, Percepção +11, Persuasão +8 Imunidade a Dano fogo Sentidos percepção às cegas 18 m, visão no escuro 36 m, Percepção passiva 27 Idiomas Comum, Dracônico Nível de Desafio 13 (10.000 XP)  Resistência Lendária (3/Dia). Se o dragão falhar em um teste de resistência, ele pode escolher obter sucesso, no lugar.  AÇÕES  Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 3 m, um alvo. Acerto: 17 (2d10 + 6) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d6 + 6) de dano cortante.  Cauda. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 4,5 m, um alvo. Acerto: 15 (2d8 + 6) de dano de concussão.  Presença Aterradora. Cada criatura, à escolha do dragão, que esteja a até 36 metros do dragão e esteja ciente disso, deve ser  O dragão pode realizar 3 ações lendárias, escolhidas dentre as opções abaixo. Apenas uma ação lendária pode ser usada por vez e apenas no final do turno de outra criatura. O dragão recupera as ações lendárias gastas no começo do turno dele.  Detectar. O dragão realiza um teste de Sabedoria (Percepção). Ataque com Cauda. O dragão realiza um ataque de cauda. Ataque com Asas (Custa 2 Ações). O dragão bate suas asas. Cada criatura a até 3 metros do dragão deve ser bem sucedida num teste de resistência de Destreza CD 19 ou sofrerá 13 (2d6 + 6) de dano de concussão e cairá no chão. Após bater suas asas, o dragão pode voar até metade do seu deslocamento de voo.  DRAGÃO DE LATÃO JOVEM   Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 3 m, um alvo. Acerto: 15 (2d10 + 4) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.  Arma de Sopro (Recarrega 56). O dragão usa um dos seguintes tipos de armas de sopro.  Sopro Flamejante. O dragão pode expelir fogo em uma linha com 12 metros de comprimento e 1,5 metros de largura. Cada criatura na linha deve ser bem sucedida num teste de resistência de Destreza CD 14, sofrendo 42 (12d6) de dano de fogo se falhar na resistência, ou metade desse dano caso obtenha sucesso. Sopro Adormecente. O dragão pode expelir gás do sono em um cone de 9 metros. Cada criatura na área deve ser bem sucedida num teste de resistência de Constituição CD 14 ou cairá inconsciente por 10 minutos. Esse efeito termina em uma criatura se ela sofrer dano ou se alguém usar uma ação para acorda-la. Dragão Grande, caótico e bom  Classe de Armadura 17 (armadura natural) Pontos de Vida 110 (13d10 + 39) Deslocamento 12 m, escavação 12 m, voo 24 m  FOR 19 (+4) DES 10 (+0) CON 17 (+3) INT 12 (+1) SAB 11 (+0) CAR 15 (+2)  Testes de Resistência Des +3, Con +6, Sab +3, Car +5 Perícias Furtividade +3, Percepção +8, Persuasão +5 Imunidade a Dano fogo Sentidos percepção às cegas 9 m, visão no escuro 36 m, Percepção passiva 18 Idiomas Comum, Dracônico",13,10000.0,"  Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 3 m, um alvo. Acerto: 17 (2d10 + 6) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d6 + 6) de dano cortante.  Cauda. Ataque Corpo-a-Corpo com Arma: +11 para atingir, alcance 4,5 m, um alvo. Acerto: 15 (2d8 + 6) de dano de concussão.",17.0
DRAGÃO DE LATÃO FILHOTE,Dragão,Médio,caótico e bom,16,3d8 + 3,16,9.0,15.0,2.0,10.0,0.0,13.0,1.0,10.0,0.0,11.0,0.0,13.0,1.0,"Testes de Resistência Des +2, Con +3, Sab +2, Car +3 Perícias Furtividade +2, Percepção +4 Imunidade a Dano fogo Sentidos percepção às cegas 3 m, visão no escuro 18 m, Percepção passiva 14 Idiomas Dracônico",1,200.0," Mordida. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (1d10 + 2) de dano perfurante.  Arma de Sopro (Recarrega 56). O dragão usa um dos seguintes tipos de armas de sopro.  Sopro Flamejante. O dragão pode expelir fogo em uma linha com 6 metros de comprimento e 1,5 metros de largura. Cada criatura na linha deve ser bem sucedida num teste de resistência de Destreza CD 11, sofrendo 14 (4d6) de dano de fogo se falhar na resistência, ou metade desse dano caso obtenha sucesso.",7.0
DRAGÃO DE OURO ANCIÃO,Dragão,Imenso,leal e bom,546,28d20 + 252,22,12.0,30.0,10.0,14.0,2.0,29.0,9.0,18.0,4.0,17.0,3.0,28.0,9.0,"Testes de Resistência Des +9, Con +16, Sab +10, Car +16 Perícias Furtividade +9, Intuição +10, Percepção +17,       Persuasão +16 Imunidade a Dano fogo Sentidos percepção às cegas 18 m, visão no escuro 36 m, Percepção passiva 27 Idiomas Comum, Dracônico",24,62000.0," Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +17 para atingir, alcance 4,5 m, um alvo. Acerto: 21 (2d10 + 10) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +17 para atingir, alcance 3 m, um alvo. Acerto: 17 (2d6 + 10) de dano cortante.  Cauda. Ataque Corpo-a-Corpo com Arma: +17 para atingir, alcance 6 m, um alvo. Acerto: 19 (2d8 + 10) de dano de concussão.",21.0
DRAGÃO DE OURO ADULTO,Dragão,Enorme,leal e bom,256,19d12 + 133,19,12.0,27.0,8.0,14.0,2.0,25.0,7.0,16.0,3.0,15.0,2.0,24.0,7.0," Testes de Resistência Des +8, Con +13, Sab +8, Car +13 Perícias Furtividade +8, Intuição +8, Percepção +14, Persuasão +13 Imunidade a Dano fogo Sentidos percepção às cegas 18 m, visão no escuro 36 m, Percepção passiva 24 Idiomas Comum, Dracônico Nível de Desafio 17 (18.000 XP)  Anfíbio. O dragão pode respirar ar e água.   Resistência Lendária (3/Dia). Se o dragão falhar em um teste de resistência, ele pode escolher obter sucesso, no lugar.  AÇÕES  Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 3 m, um alvo. Acerto: 19 (2d10 + 8) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 1,5 m, um alvo. Acerto: 15 (2d6 + 8) de dano cortante.   Cauda. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 4,5 m, um alvo. Acerto: 17 (2d8 + 8) de dano de concussão.  Presença Aterradora. Cada criatura, à escolha do dragão, que esteja a até 36 metros do dragão e esteja ciente disso, deve ser bem sucedida num teste de resistência de Sabedoria CD 21 ou ficará amedrontada por 1 minuto. Uma criatura pode repetir o teste de resistência no final de cada um dos turnos dela, terminando o efeito sobre si, caso obtenha sucesso. Se o teste de resistência de uma criatura for bem sucedido ou caso o efeito termine sobre ela, a criatura ficará imune a Presença Aterradora do dragão pelas próximas 24 horas. O dragão pode realizar 3 ações lendárias, escolhidas dentre as opções abaixo. Apenas uma ação lendária pode ser usada por vez e apenas no final do turno de outra criatura. O dragão recupera as ações lendárias gastas no começo do turno dele.  Detectar. O dragão realiza um teste de Sabedoria (Percepção). Ataque com Cauda. O dragão realiza um ataque de cauda. Ataque com Asas (Custa 2 Ações). O dragão bate suas asas. Cada criatura a até 3 metros do dragão deve ser bem sucedida num teste de resistência de Destreza CD 22 ou sofrerá 15 (2d6 + 8) de dano de concussão e cairá no chão. Após bater suas asas, o dragão pode voar até metade do seu deslocamento de voo.  DRAGÃO DE OURO JOVEM   Mordida. Ataque Corpo-a-Corpo com Arma: +10 para atingir, alcance 3 m, um alvo. Acerto: 17 (2d10 + 6) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +10 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d6 + 6) de dano cortante.  Arma de Sopro (Recarrega 56). O dragão usa um dos seguintes tipos de armas de sopro.  Sopro Flamejante. O dragão expele fogo num cone de 9 metros. Cada criatura na área deve realiza um teste de resistência de Destreza CD 17, sofrendo 55 (10d10) de dano de fogo se falhar na resistência, ou metade desse dano caso obtenha sucesso. Sopro Enfraquecedor. O dragão expele gás num cone de 9 metros. Cada criatura na área deve ser bem sucedida num teste de resistência de Força CD 17 ou terá desvantagem em jogadas de ataque baseadas em Força, testes de Força e testes de resistência de Força por 1 minuto. Uma criatura pode repetir o teste de resistência no final de cada um dos turnos dela, terminando o efeito sobre si, caso obtenha sucesso. Dragão Grande, leal e bom  Classe de Armadura 18 (armadura natural) Pontos de Vida 178 (17d10 + 85) Deslocamento 12 m, natação 12 m, voo 24 m  FOR 23 (+6) DES 14 (+2) CON 21 (+5) INT 16 (+3) SAB 13 (+1) CAR 20 (+5)  Testes de Resistência Des +6, Con +9, Sab +5, Car +9 Perícias Furtividade +6, Intuição +5, Percepção +9, Persuasão +9 Imunidade a Dano fogo Sentidos percepção às cegas 9 m, visão no escuro 36 m, Percepção passiva 19 Idiomas Comum, Dracônico",17,18000.0,"  Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 3 m, um alvo. Acerto: 19 (2d10 + 8) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 1,5 m, um alvo. Acerto: 15 (2d6 + 8) de dano cortante.   Cauda. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 4,5 m, um alvo. Acerto: 17 (2d8 + 8) de dano de concussão.",19.0
DRAGÃO DE OURO JOVEM,Dragão,Enorme,leal e bom,256,19d12 + 133,19,12.0,27.0,8.0,14.0,2.0,25.0,7.0,16.0,3.0,15.0,2.0,24.0,7.0," Testes de Resistência Des +8, Con +13, Sab +8, Car +13 Perícias Furtividade +8, Intuição +8, Percepção +14, Persuasão +13 Imunidade a Dano fogo Sentidos percepção às cegas 18 m, visão no escuro 36 m, Percepção passiva 24 Idiomas Comum, Dracônico Nível de Desafio 17 (18.000 XP)  Anfíbio. O dragão pode respirar ar e água.   Resistência Lendária (3/Dia). Se o dragão falhar em um teste de resistência, ele pode escolher obter sucesso, no lugar.  AÇÕES  Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 3 m, um alvo. Acerto: 19 (2d10 + 8) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 1,5 m, um alvo. Acerto: 15 (2d6 + 8) de dano cortante.   Cauda. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 4,5 m, um alvo. Acerto: 17 (2d8 + 8) de dano de concussão.  Presença Aterradora. Cada criatura, à escolha do dragão, que esteja a até 36 metros do dragão e esteja ciente disso, deve ser bem sucedida num teste de resistência de Sabedoria CD 21 ou ficará amedrontada por 1 minuto. Uma criatura pode repetir o teste de resistência no final de cada um dos turnos dela, terminando o efeito sobre si, caso obtenha sucesso. Se o teste de resistência de uma criatura for bem sucedido ou caso o efeito termine sobre ela, a criatura ficará imune a Presença Aterradora do dragão pelas próximas 24 horas. O dragão pode realizar 3 ações lendárias, escolhidas dentre as opções abaixo. Apenas uma ação lendária pode ser usada por vez e apenas no final do turno de outra criatura. O dragão recupera as ações lendárias gastas no começo do turno dele.  Detectar. O dragão realiza um teste de Sabedoria (Percepção). Ataque com Cauda. O dragão realiza um ataque de cauda. Ataque com Asas (Custa 2 Ações). O dragão bate suas asas. Cada criatura a até 3 metros do dragão deve ser bem sucedida num teste de resistência de Destreza CD 22 ou sofrerá 15 (2d6 + 8) de dano de concussão e cairá no chão. Após bater suas asas, o dragão pode voar até metade do seu deslocamento de voo.  DRAGÃO DE OURO JOVEM   Mordida. Ataque Corpo-a-Corpo com Arma: +10 para atingir, alcance 3 m, um alvo. Acerto: 17 (2d10 + 6) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +10 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d6 + 6) de dano cortante.  Arma de Sopro (Recarrega 56). O dragão usa um dos seguintes tipos de armas de sopro.  Sopro Flamejante. O dragão expele fogo num cone de 9 metros. Cada criatura na área deve realiza um teste de resistência de Destreza CD 17, sofrendo 55 (10d10) de dano de fogo se falhar na resistência, ou metade desse dano caso obtenha sucesso. Sopro Enfraquecedor. O dragão expele gás num cone de 9 metros. Cada criatura na área deve ser bem sucedida num teste de resistência de Força CD 17 ou terá desvantagem em jogadas de ataque baseadas em Força, testes de Força e testes de resistência de Força por 1 minuto. Uma criatura pode repetir o teste de resistência no final de cada um dos turnos dela, terminando o efeito sobre si, caso obtenha sucesso. Dragão Grande, leal e bom  Classe de Armadura 18 (armadura natural) Pontos de Vida 178 (17d10 + 85) Deslocamento 12 m, natação 12 m, voo 24 m  FOR 23 (+6) DES 14 (+2) CON 21 (+5) INT 16 (+3) SAB 13 (+1) CAR 20 (+5)  Testes de Resistência Des +6, Con +9, Sab +5, Car +9 Perícias Furtividade +6, Intuição +5, Percepção +9, Persuasão +9 Imunidade a Dano fogo Sentidos percepção às cegas 9 m, visão no escuro 36 m, Percepção passiva 19 Idiomas Comum, Dracônico",17,18000.0,"  Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 3 m, um alvo. Acerto: 19 (2d10 + 8) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 1,5 m, um alvo. Acerto: 15 (2d6 + 8) de dano cortante.   Cauda. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 4,5 m, um alvo. Acerto: 17 (2d8 + 8) de dano de concussão.",19.0
DRAGÃO DE OURO FILHOTE,Dragão,Médio,leal e bom,60,8d8 + 24,17,9.0,19.0,4.0,14.0,2.0,17.0,3.0,14.0,2.0,11.0,0.0,16.0,3.0,"Testes de Resistência Des +4, Con +6, Sab +2, Car +5 Perícias Furtividade +4, Percepção +4 Imunidade a Dano fogo Sentidos percepção às cegas 3 m, visão no escuro 18 m, Percepção passiva 14 Idiomas Dracônico",3,700.0," Mordida. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 9 (1d10 + 4) de dano perfurante.  Arma de Sopro (Recarrega 56). O dragão usa um dos seguintes tipos de armas de sopro.  Sopro Flamejante. O dragão expele fogo num cone de 4,5 metros. Cada criatura na área deve realiza um teste de resistência de Destreza CD 13, sofrendo 22 (4d10) de dano de fogo se falhar na resistência, ou metade desse dano caso obtenha sucesso.",9.0
DRAGÃO DE PRATA ANCIÃO,Dragão,Imenso,leal e bom,487,25d20 + 225,22,12.0,30.0,10.0,10.0,0.0,29.0,9.0,18.0,4.0,17.0,2.0,23.0,6.0,"Testes de Resistência Des +7, Con +16, Sab +9, Car +13 Perícias Arcanismo +11, História +11, Furtividade +7,         Percepção +16 Imunidade a Dano frio Sentidos percepção às cegas 18 m, visão no escuro 36 m, Percepção passiva 26 Idiomas Comum, Dracônico",23,50000.0," Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +17 para atingir, alcance 4,5 m, um alvo. Acerto: 21 (2d10 + 10) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +17 para atingir, alcance 3 m, um alvo. Acerto: 17 (2d6 + 10) de dano cortante.  Cauda. Ataque Corpo-a-Corpo com Arma: +17 para atingir, alcance 6 m, um alvo. Acerto: 19 (2d8 + 10) de dano de concussão.",21.0
DRAGÃO DE PRATA ADULTO,Dragão,Enorme,leal e bom,243,18d12 + 126,19,12.0,27.0,8.0,10.0,0.0,25.0,7.0,16.0,3.0,13.0,1.0,21.0,5.0," Testes de Resistência Des +5, Con +12, Sab +6, Car +10 Perícias Arcanismo +8, História +8, Furtividade +5, Percepção +11 Imunidade a Dano frio Sentidos percepção às cegas 18 m, visão no escuro 36 m, Percepção passiva 21 Idiomas Comum, Dracônico",16,15000.0,"  Ataques Múltiplos. O dragão pode usar sua Presença Aterradora, ele pode então, realizar três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +13 para atingir, alcance 3 m, um alvo. Acerto: 19 (2d10 + 8) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +13 para atingir, alcance 1,5 m, um alvo. Acerto: 15 (2d6 + 8) de dano cortante.   Cauda. Ataque Corpo-a-Corpo com Arma: +13 para atingir, alcance 4,5 m, um alvo. Acerto: 17 (2d8 + 8) de dano de concussão.",19.0
